Longitude,Latitude,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Time,1st_Road_Class,Road_Type,Speed_limit,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Urban_or_Rural_Area,Accident_Severity
-0.3504,51.575163,2,1,1,23,5,6,30,4,1,1,1,3
-0.30267,51.636081,2,1,4,8,3,3,30,1,1,1,2,3
-0.449181,51.496748,3,2,3,17,5,6,60,4,2,2,1,3
-0.468438,51.558329,2,1,3,8,3,3,70,1,1,2,2,3
-0.397593,51.542276,2,2,2,15,3,6,40,1,2,2,1,3
-0.315766,51.539961,1,1,2,18,5,6,30,4,1,2,1,2
-0.284172,51.551822,1,1,1,18,3,6,30,4,1,1,1,2
-0.432795,51.487268,1,2,7,4,6,6,30,6,1,2,1,2
-0.313856,51.583816,1,1,6,16,3,3,30,4,1,1,1,3
-0.182371,51.630503,2,1,3,15,3,6,30,1,1,1,1,3
-0.231352,51.571091,1,1,2,2,3,3,30,4,1,1,1,3
-0.393476,51.474866,1,4,1,9,3,3,40,1,1,2,1,3
-0.112316,51.521935,1,1,6,17,3,6,30,1,1,1,1,3
-0.399563,51.547788,2,1,2,7,3,3,30,1,1,2,1,3
-0.305922,51.498273,1,1,3,19,4,6,30,1,1,1,1,3
-0.325513,51.533715,3,3,7,21,3,3,40,4,1,1,1,2
-0.491687,51.483455,3,3,3,18,3,3,50,4,1,2,2,3
-0.171474,51.542117,2,1,3,8,4,6,30,1,1,2,1,3
-0.126153,51.528991,2,1,7,11,3,6,30,1,1,1,1,3
-0.380367,51.544108,2,3,5,20,3,3,70,4,2,2,1,3
-0.090729,51.52797,2,1,3,15,6,3,30,1,2,2,1,3
-0.177549,51.545269,1,2,6,16,3,3,30,4,1,1,1,3
-0.335254,51.531516,2,1,1,4,6,6,30,4,1,1,1,3
-0.243836,51.606619,2,1,5,15,5,1,30,1,1,1,1,3
-0.342761,51.535219,2,2,7,13,3,3,50,1,1,1,1,3
-0.199878,51.589767,5,2,2,19,3,3,40,4,2,2,1,3
-0.281511,51.549715,1,2,6,7,3,6,30,4,2,2,1,3
-0.308115,51.617905,2,1,2,21,3,3,30,4,8,2,1,3
-0.24523,51.506733,2,1,5,17,3,3,30,4,2,2,1,3
-0.138029,51.538263,2,2,4,17,5,2,30,1,1,2,1,3
-0.212061,51.58096,2,1,3,19,3,3,40,4,2,2,1,3
-0.238372,51.576143,3,1,6,8,3,3,30,1,1,1,1,3
-0.329065,51.605975,2,2,7,12,5,6,30,1,1,2,1,3
-0.191485,51.532085,2,1,3,9,5,6,30,1,1,1,1,3
-0.17072,51.650735,2,2,1,15,6,9,30,1,1,2,1,3
-0.23047,51.571528,2,2,4,8,3,3,50,1,1,1,1,3
-0.242582,51.568023,2,1,3,18,3,3,30,4,1,1,1,3
-0.236185,51.569276,3,1,4,11,6,6,30,1,1,1,1,3
-0.269225,51.54279,1,1,1,5,3,6,30,4,1,2,1,2
-0.168312,51.638737,3,2,2,19,6,6,30,4,1,2,1,3
-0.318337,51.532804,2,1,5,22,3,3,30,4,1,1,1,2
-0.353235,51.564592,2,1,1,1,3,3,30,4,1,2,1,2
-0.34655,51.569894,3,2,5,18,3,6,30,4,1,1,1,3
-0.245023,51.59081,1,3,5,14,6,6,30,1,1,2,1,3
-0.33055,51.533967,1,3,7,3,3,3,50,4,2,2,1,3
-0.390163,51.536239,2,1,6,9,3,1,30,1,1,1,1,3
-0.227152,51.582628,2,1,4,19,3,3,40,4,1,1,1,3
-0.250394,51.586304,2,2,1,22,3,6,30,4,2,2,1,3
-0.176503,51.614675,1,1,3,15,3,3,30,1,1,1,1,3
-0.141247,51.537145,1,1,3,17,3,2,30,4,1,1,1,3
-0.111858,51.522557,1,1,5,16,3,6,30,4,2,2,1,3
-0.440063,51.544377,2,1,1,13,6,6,30,1,1,1,1,3
-0.325945,51.533722,1,3,2,2,3,6,30,6,2,2,1,1
-0.421371,51.571913,2,2,3,21,6,6,30,4,8,2,1,2
-0.387587,51.511205,2,1,1,17,6,2,30,4,1,1,1,3
-0.37239,51.553439,2,1,2,15,6,6,30,1,1,1,1,3
-0.296075,51.534371,3,1,4,17,3,3,30,1,1,1,1,3
-0.207664,51.593663,2,1,4,14,3,6,30,1,3,2,1,2
-0.17258,51.636825,1,2,1,22,6,6,30,4,1,1,1,1
-0.187127,51.623562,2,1,6,12,6,6,30,1,2,2,1,3
-0.354299,51.607051,2,1,6,20,5,6,30,4,8,4,1,3
-0.374281,51.52469,2,4,4,22,5,6,30,4,1,1,1,3
-0.229112,51.547047,2,1,5,1,3,6,30,4,1,1,1,3
-0.268723,51.601594,1,2,2,11,3,6,30,1,1,1,1,1
-0.195291,51.570722,1,1,6,18,6,3,30,4,2,2,1,3
-0.349084,51.567681,1,1,2,13,3,6,30,1,1,1,1,3
-0.256493,51.600423,2,1,3,1,6,2,30,4,1,1,1,3
-0.263968,51.548288,1,4,1,15,3,3,30,1,1,1,1,2
-0.337454,51.593775,2,6,3,9,5,6,30,1,1,2,1,3
-0.215265,51.606008,4,1,1,20,5,6,30,4,2,2,1,3
-0.252303,51.513943,5,1,7,23,3,3,40,4,1,1,1,3
-0.280216,51.526675,2,3,1,2,3,3,40,4,1,1,1,2
-0.44169,51.517871,2,1,7,14,3,6,30,1,1,1,1,3
-0.236995,51.540871,1,1,3,11,3,6,30,1,2,2,1,2
-0.22456,51.589873,1,1,5,16,3,6,30,1,1,1,1,2
-0.242177,51.559834,1,2,3,16,5,6,30,1,1,1,1,3
-0.196972,51.572007,1,1,7,15,3,6,30,1,1,1,1,1
-0.305952,51.536312,2,1,2,17,6,6,30,1,1,1,1,2
-0.174107,51.602408,2,2,7,2,3,3,30,4,1,1,1,2
-0.310104,51.576029,1,1,5,20,6,6,30,4,1,1,1,3
-0.272895,51.57153,2,1,7,13,3,6,50,1,1,1,1,2
-0.313635,51.511783,2,1,4,15,6,6,30,1,1,1,1,3
-0.20433,51.561059,2,1,7,21,3,6,30,4,1,1,1,2
-0.295941,51.530232,2,1,4,11,3,7,40,1,2,2,1,3
-0.221869,51.573736,3,1,3,9,3,3,40,1,1,1,1,3
-0.230684,51.569732,1,1,6,18,3,3,30,4,1,1,1,2
-0.200166,51.589771,1,1,6,3,3,3,50,4,1,1,1,1
-0.296527,51.595616,1,1,2,20,5,6,30,1,1,1,1,2
-0.288237,51.585693,2,1,1,19,3,3,30,1,2,2,1,2
-0.176752,51.615668,2,2,4,8,3,6,30,1,1,1,1,2
-0.308431,51.531672,2,1,2,5,3,3,40,4,2,2,1,1
-0.300636,51.539652,3,1,7,20,3,3,30,4,1,1,1,3
-0.474343,51.50688,3,5,5,22,5,6,30,4,2,2,1,1
-0.347032,51.508842,2,2,4,15,3,3,30,1,1,1,1,3
-0.19481,51.568287,2,1,6,11,3,6,30,1,1,2,1,3
-0.324559,51.614634,1,2,5,23,3,6,30,4,1,1,1,2
-0.15999,51.612259,1,1,4,15,3,2,30,1,1,1,1,2
-0.37518,51.519666,2,2,4,20,5,6,30,4,1,1,1,3
-0.330459,51.52857,2,1,1,12,4,6,30,1,1,1,1,3
-0.421796,51.497103,2,1,1,12,6,6,30,1,1,1,1,1
-0.252901,51.58868,2,3,7,23,3,6,30,4,1,1,1,2
-0.351889,51.601802,1,1,7,6,5,6,30,1,1,1,1,1
-0.193874,51.533651,3,1,5,1,5,6,30,4,1,1,1,3
-0.150993,51.606182,2,1,7,4,3,3,30,4,1,1,1,3
-0.276301,51.508183,1,1,1,3,3,6,30,4,1,1,1,2
-0.288,51.53821,1,1,1,20,6,6,30,4,1,1,1,1
-0.225681,51.531438,2,1,7,15,5,6,30,1,1,1,1,3
-0.357148,51.540098,2,1,6,15,6,6,30,1,1,1,1,2
-0.176682,51.63545,1,1,4,16,3,6,30,1,1,1,1,2
-0.319628,51.505575,1,1,7,20,4,6,30,1,1,1,1,2
-0.380235,51.543746,2,1,5,23,3,3,60,4,1,1,1,1
-0.325438,51.590726,1,2,4,4,5,6,30,4,1,1,1,3
-0.240951,51.550463,2,3,2,0,3,6,30,4,9,2,1,2
-0.231805,51.600324,1,1,6,23,3,3,30,4,1,1,1,2
-0.412086,51.560907,2,3,7,23,3,3,30,4,1,1,1,2
-0.262941,51.541169,1,1,3,20,3,6,30,4,1,1,1,2
-0.267183,51.600312,1,1,7,18,3,3,30,1,1,1,1,3
-0.291504,51.529358,1,1,6,21,3,3,40,4,1,1,1,2
-0.279499,51.610654,2,1,1,2,4,6,30,4,1,1,1,3
-0.220546,51.607617,1,1,4,21,5,6,30,4,1,1,1,2
-0.374137,51.524688,2,1,1,23,5,6,30,4,1,1,1,3
-0.299453,51.586846,3,2,1,12,3,6,30,1,1,1,1,3
-0.292037,51.626754,1,1,4,4,3,6,60,1,1,1,2,1
-0.305398,51.613279,2,1,2,17,3,6,30,1,1,1,1,1
-0.301148,51.607193,2,1,3,11,3,6,30,1,1,1,1,2
-0.228608,51.530314,1,1,4,20,3,6,30,1,1,1,1,2
-0.301967,51.620064,2,1,3,18,3,6,30,1,1,1,1,2
-0.269678,51.542257,1,1,6,23,6,6,30,4,1,1,1,2
-0.224158,51.563159,1,1,5,0,6,6,30,4,1,1,1,2
-0.236002,51.544184,2,1,7,15,3,6,30,1,1,1,1,3
-0.348454,51.581071,2,4,4,23,3,6,30,4,1,1,1,2
-0.174886,51.604578,3,2,7,13,3,3,30,1,1,1,1,2
-0.193055,51.601622,2,2,5,11,3,6,30,1,1,1,1,2
-0.368383,51.608956,1,5,7,3,3,6,30,4,2,2,1,2
-0.16993,51.584178,2,1,2,18,6,6,30,1,1,1,1,2
-0.416988,51.498656,2,2,4,12,3,6,30,1,1,1,1,3
-0.281364,51.538293,2,2,4,14,3,3,50,1,1,1,1,2
-0.346685,51.609912,2,1,4,7,3,3,40,1,1,1,1,3
-0.430369,51.486607,1,1,2,2,6,6,30,4,1,1,1,2
-0.27266,51.53205,1,1,6,8,5,6,30,1,1,1,1,2
-0.279574,51.562816,1,1,1,0,3,6,30,4,1,1,1,1
-0.364581,51.497667,2,2,5,15,3,6,30,1,1,1,1,3
-0.175017,51.630119,2,1,6,9,3,6,30,1,1,1,1,3
-0.325166,51.496032,3,1,2,8,3,6,30,1,1,1,1,3
-0.373807,51.525852,1,1,1,15,5,6,30,1,2,2,1,1
-0.278136,51.539774,1,1,6,20,3,3,40,4,2,2,1,2
-0.408749,51.499444,3,1,6,13,3,3,50,1,1,1,1,3
-0.377583,51.606116,1,3,7,3,3,6,30,4,1,1,1,2
-0.244521,51.581361,2,1,2,14,3,6,30,1,1,1,1,2
-0.435796,51.546838,1,1,4,17,6,6,30,1,1,1,1,2
-0.30532,51.63477,2,1,5,18,3,6,30,1,1,1,2,2
-0.482706,51.545746,2,1,5,11,3,3,40,1,1,1,1,3
-0.22716,51.589822,1,1,2,15,3,6,30,1,1,1,1,2
-0.396532,51.515014,2,2,4,17,3,3,40,1,1,1,1,3
-0.359182,51.55973,2,1,3,19,3,6,30,1,1,1,1,3
-0.335328,51.596622,1,1,2,20,3,6,30,1,1,1,1,3
-0.115683,51.531162,2,1,4,17,3,6,30,4,1,1,1,3
-0.286304,51.541153,2,2,3,21,5,6,30,4,1,1,1,3
-0.293973,51.621387,2,1,5,8,3,6,30,1,1,1,1,3
-0.359475,51.619713,1,1,7,3,5,6,30,4,1,1,2,2
-0.295284,51.532381,1,1,3,19,3,3,30,1,1,1,1,2
-0.174612,51.600617,2,2,7,0,3,3,50,4,1,1,1,3
-0.279175,51.508405,2,1,2,10,3,6,30,1,1,1,1,3
-0.398248,51.515398,2,1,7,1,3,3,40,4,1,1,1,1
-0.086806,51.652365,2,1,3,22,3,6,30,4,1,2,1,2
-0.240015,51.54856,1,1,3,22,3,6,30,4,1,1,1,2
-0.216765,51.530854,1,1,4,11,4,6,30,1,1,1,1,2
-0.345184,51.535973,1,1,1,16,3,7,50,1,1,1,1,3
-0.450424,51.506836,2,4,5,9,3,3,50,1,1,2,1,2
-0.482545,51.533244,2,1,1,16,3,6,30,1,1,1,1,2
-0.275249,51.528401,2,1,5,15,5,6,30,1,1,1,1,2
-0.376933,51.543341,2,2,7,0,3,6,30,4,1,1,1,2
-0.443432,51.458275,1,1,5,21,6,6,40,4,1,1,1,2
-0.240611,51.533102,2,1,6,19,3,2,30,1,1,1,1,3
-0.375631,51.51104,1,1,7,2,3,6,30,4,1,1,1,3
-0.282771,51.550723,2,1,2,15,3,6,30,1,1,1,1,3
-0.303589,51.537807,1,1,7,14,6,1,30,1,1,1,1,2
-0.20441,51.562679,2,1,2,7,3,3,40,1,1,1,1,2
-0.340308,51.614498,1,4,4,19,3,6,30,1,1,1,1,2
-0.432793,51.508311,1,1,6,18,6,6,30,1,1,1,1,2
-0.311312,51.539537,1,1,1,23,5,6,30,4,1,1,1,2
-0.222728,51.529505,2,2,5,21,3,6,30,4,1,1,1,3
-0.188076,51.646867,2,2,4,15,3,6,30,1,2,2,1,3
-0.287265,51.592334,3,1,6,21,3,6,30,4,1,1,1,2
-0.374812,51.521909,2,2,6,13,5,6,30,1,1,1,1,3
-0.266058,51.523679,2,2,1,19,3,3,40,1,1,1,1,3
-0.297629,51.554536,1,1,3,6,6,6,30,1,1,1,1,2
-0.151822,51.599991,2,1,6,20,6,6,30,4,1,1,1,2
-0.243173,51.567672,2,5,2,18,3,3,40,1,1,1,1,2
-0.2976,51.48961,2,1,6,2,6,6,30,4,1,1,1,3
-0.482194,51.500418,1,1,5,0,5,6,30,4,1,1,1,1
-0.411813,51.548045,3,2,7,11,3,3,50,1,1,1,1,2
-0.193617,51.649291,3,1,2,18,3,3,30,1,1,1,1,1
-0.347022,51.620527,1,1,6,1,5,6,30,4,2,2,2,1
-0.176819,51.635632,2,1,2,22,3,6,30,4,1,1,1,2
-0.362183,51.584591,2,2,2,17,3,6,30,1,2,2,1,2
-0.189446,51.532593,2,1,6,8,5,6,30,1,2,2,1,3
-0.417845,51.507211,2,3,7,23,5,1,30,4,2,2,1,3
-0.060457,51.660026,2,1,1,22,5,6,30,4,1,1,1,2
-0.226575,51.58262,2,1,1,11,4,6,30,1,1,1,1,3
-0.391417,51.525196,2,2,7,19,3,1,30,4,1,1,1,3
-0.396329,51.557725,2,1,6,18,5,6,30,1,1,1,1,3
-0.262494,51.564273,3,2,1,13,3,6,30,1,1,1,1,3
-0.31813,51.58145,2,6,7,0,3,6,30,4,1,1,1,2
-0.368673,51.532345,2,1,4,12,4,6,30,1,1,1,1,3
-0.265701,51.506498,2,1,4,19,3,6,30,4,1,1,1,2
-0.323254,51.532424,1,2,7,19,6,6,30,1,1,2,1,2
-0.296815,51.59562,1,1,1,20,5,6,30,4,1,1,1,2
-0.458465,51.524747,1,1,6,15,5,6,30,1,1,1,1,2
-0.220332,51.57614,2,2,3,1,6,6,30,4,1,1,1,1
-0.141889,51.542641,2,2,7,0,3,6,30,4,1,1,1,2
-0.21589,51.556919,1,1,2,0,3,6,30,4,1,1,1,2
-0.243989,51.610129,2,2,1,20,6,6,30,4,1,1,1,2
-0.224634,51.617571,1,2,3,15,4,6,30,1,1,1,1,2
-0.349431,51.60986,1,1,4,9,3,3,40,1,1,1,1,2
-0.318714,51.549984,1,1,1,10,3,6,30,1,1,1,1,3
-0.265408,51.612785,2,1,5,19,3,6,30,4,1,1,1,1
-0.439353,51.480791,1,1,6,13,3,3,50,1,1,1,1,2
-0.091796,51.619623,2,2,3,20,3,6,30,4,1,1,1,3
-0.26135,51.552655,3,1,1,12,4,1,30,1,1,1,1,3
-0.295548,51.583192,1,1,3,22,6,6,30,4,2,2,1,2
-0.304415,51.554365,2,1,4,20,5,6,30,4,1,1,1,3
-0.356848,51.528403,2,3,1,20,4,6,30,4,1,1,1,2
-0.237335,51.532064,2,1,7,21,3,6,30,4,2,2,1,3
-0.240248,51.598562,2,1,7,12,5,6,30,1,1,1,1,3
-0.255333,51.593032,1,1,2,11,5,6,30,1,1,2,1,2
-0.21768,51.566478,1,1,6,15,6,6,30,1,1,1,1,2
-0.248994,51.513804,1,1,2,18,3,6,30,4,1,1,1,1
-0.329972,51.581259,1,1,5,16,3,6,30,1,1,1,1,2
-0.395134,51.567061,1,2,6,21,6,6,30,4,1,1,1,1
-0.272616,51.544639,2,1,7,8,3,3,30,1,1,1,1,3
-0.259475,51.541297,1,1,5,19,3,6,30,4,1,1,1,1
-0.304839,51.562374,1,1,2,19,5,6,30,4,2,2,1,3
-0.226678,51.572549,2,1,3,13,3,3,40,1,1,1,1,3
-0.276301,51.508183,2,2,4,20,3,6,30,4,1,1,1,3
-0.471453,51.537237,2,4,6,14,3,3,40,1,2,2,1,2
-0.227732,51.582547,2,2,1,13,5,6,30,1,1,1,1,2
-0.116869,51.628121,1,1,6,11,6,6,30,1,1,1,1,2
-0.424189,51.611427,1,1,2,12,4,6,30,1,1,1,1,2
-0.291646,51.521717,2,1,5,19,3,6,40,4,1,1,1,3
-0.252998,51.556038,1,1,6,12,3,3,40,1,1,1,1,2
-0.409751,51.582367,2,2,3,11,4,6,30,1,1,1,1,2
-0.255774,51.641778,1,1,7,15,3,3,60,1,1,1,1,2
-0.352221,51.500822,1,2,4,1,4,6,30,4,1,2,1,2
-0.471453,51.537237,2,1,4,22,3,3,40,4,1,1,1,2
-0.193164,51.646136,1,1,6,21,5,6,30,4,1,2,1,1
-0.24398,51.606621,2,1,5,2,5,6,30,4,1,1,1,3
-0.281311,51.61239,3,3,3,23,3,6,30,7,1,2,1,3
-0.188768,51.578715,1,1,6,7,5,6,30,1,1,4,1,3
-0.215039,51.545485,2,2,6,3,3,6,30,4,8,4,1,2
-0.262387,51.555728,2,1,6,22,6,6,30,4,1,1,1,2
-0.195372,51.539519,1,1,1,19,3,6,30,4,1,1,1,2
-0.32364,51.510128,1,1,3,16,3,6,30,4,1,1,1,2
-0.181744,51.617274,1,1,3,16,6,6,30,4,7,2,1,2
-0.287316,51.541077,1,1,5,6,5,6,30,4,1,2,1,2
-0.29954,51.538108,2,1,7,1,3,6,30,4,2,2,1,1
-0.357315,51.6115,2,2,2,13,3,6,30,1,1,1,2,2
-0.339956,51.604331,3,3,2,20,3,6,30,4,1,2,1,3
-0.470643,51.578591,2,1,4,18,5,6,30,6,2,2,2,1
-0.17627,51.634904,1,1,4,22,3,6,30,4,2,2,1,2
-0.447301,51.543574,1,2,6,13,6,6,30,1,1,1,1,2
-0.259585,51.621511,1,1,5,21,3,3,40,4,1,2,1,1
-0.199666,51.573217,1,1,6,20,3,6,30,4,2,2,1,3
-0.330892,51.528577,1,1,5,17,4,6,30,4,1,2,1,1
-0.275294,51.565361,1,1,7,12,3,3,30,1,1,1,1,1
-0.207815,51.560483,1,1,6,19,3,6,30,4,1,1,1,1
-0.447143,51.522799,1,1,5,3,4,1,30,4,1,1,1,3
-0.22613,51.542146,2,1,6,20,5,6,30,4,1,2,1,3
-0.353236,51.508659,2,3,5,21,6,6,30,4,2,2,1,3
-0.29132,51.507324,2,2,4,4,3,6,30,4,1,2,1,1
-0.147367,51.599471,1,2,2,0,4,6,30,4,2,2,1,1
-0.425736,51.570893,1,1,5,8,5,6,30,1,1,1,1,1
-0.406626,51.547884,2,1,4,5,3,3,70,4,1,2,1,3
-0.316157,51.502018,1,1,4,9,4,6,30,1,1,1,1,3
-0.236059,51.632131,5,2,7,15,4,6,30,1,1,1,2,3
-0.434948,51.525335,1,1,2,18,3,3,30,4,1,1,1,2
-0.386817,51.602287,1,2,3,21,3,6,30,4,1,2,1,3
-0.380638,51.560837,2,1,3,17,5,3,30,1,1,1,1,2
-0.244599,51.616792,2,1,2,11,3,1,30,1,1,1,1,3
-0.220465,51.617058,1,1,3,11,4,6,30,1,1,2,1,2
-0.328937,51.578007,2,1,6,9,3,6,30,1,4,2,1,3
-0.258175,51.541368,2,3,4,15,3,6,30,1,1,1,1,3
-0.403979,51.520511,2,1,4,21,5,6,30,4,1,2,1,3
-0.126114,51.624672,2,2,7,20,3,6,30,4,1,2,1,2
-0.439372,51.526653,2,1,2,20,3,3,40,4,1,1,1,3
-0.249365,51.624327,2,1,7,17,3,6,30,1,1,2,1,2
-0.16487,51.645248,2,1,1,0,3,6,30,4,2,2,1,3
-0.235498,51.601908,2,1,3,8,3,3,50,1,1,1,1,3
-0.261099,51.551663,1,1,4,20,3,3,40,4,1,2,1,3
-0.227865,51.549457,2,1,3,9,6,6,30,1,1,1,1,3
-0.233818,51.607998,2,1,4,17,5,6,30,1,1,1,1,3
-0.263206,51.549356,3,2,3,15,3,3,40,1,1,1,1,3
-0.342169,51.579274,2,1,2,13,3,6,30,1,1,1,1,3
-0.048689,51.509743,2,1,5,19,3,6,30,4,1,1,1,3
0.010237,51.594449,2,1,4,10,3,3,30,1,1,2,1,3
0.051339,51.532496,2,1,7,22,3,6,30,4,4,4,1,3
0.007761,51.515354,1,1,7,14,3,3,30,1,1,1,1,2
-0.030868,51.588761,1,1,6,12,3,6,30,1,1,1,1,2
-0.053165,51.509547,3,1,6,8,3,3,30,1,1,1,1,3
-0.073036,51.567968,1,1,2,18,3,3,30,4,1,1,1,3
-0.025464,51.570235,5,2,3,14,3,6,30,1,1,1,1,2
0.012902,51.543684,2,4,3,17,3,6,30,4,1,1,1,3
-0.083949,51.524622,1,1,2,5,5,1,30,4,2,2,1,2
-0.065717,51.509215,1,2,4,22,3,6,30,4,2,2,1,3
-0.035819,51.514114,2,2,7,14,5,6,30,1,1,1,1,3
0.21833,51.55068,4,2,1,17,5,6,30,4,1,1,1,3
-0.034068,51.58153,1,2,5,12,3,6,30,1,1,1,1,1
-0.070057,51.54292,3,2,7,2,4,6,30,4,1,1,1,3
0.006253,51.536783,2,3,2,5,3,6,30,4,1,2,1,3
-0.0905,51.557553,1,1,7,9,3,6,30,1,1,1,1,3
0.171412,51.565047,1,6,6,21,3,6,30,4,1,2,1,1
-0.112595,51.61969,1,2,4,21,6,6,30,4,1,1,1,3
-0.076861,51.538895,2,1,7,15,3,6,30,1,2,2,1,3
-0.131383,51.601915,2,1,3,12,4,6,30,1,1,1,1,3
-0.025636,51.599554,3,1,2,9,4,6,30,1,1,1,1,3
0.082697,51.590847,2,1,6,11,6,6,30,1,2,2,1,3
-0.051538,51.520671,1,2,1,15,3,6,30,1,1,1,1,1
-0.134216,51.592698,2,2,6,23,6,6,20,4,2,2,1,3
-0.003217,51.63002,1,1,2,15,6,6,30,1,1,2,1,1
-0.019539,51.669954,1,3,5,22,3,6,30,4,1,1,1,1
-0.077854,51.529019,1,1,1,8,3,6,30,1,2,2,1,2
0.087234,51.529165,3,1,4,15,3,3,40,1,3,2,1,3
-0.082619,51.52541,1,2,4,8,3,6,30,1,1,1,1,2
-0.033759,51.525141,1,1,5,0,3,6,30,4,1,1,1,2
-0.080927,51.579339,2,1,5,11,3,6,30,1,1,1,1,3
0.161562,51.582496,2,1,4,23,6,6,30,4,1,1,1,3
0.109631,51.533351,1,1,5,8,3,6,30,1,1,1,1,3
0.217617,51.60717,1,1,7,18,5,6,30,1,1,1,1,2
0.147812,51.551093,2,1,2,20,5,6,30,4,2,2,1,3
0.008069,51.578029,2,1,2,20,6,6,20,4,2,2,1,3
0.220362,51.562782,1,1,7,10,5,6,30,1,1,2,1,3
-0.005797,51.511809,1,1,2,6,3,3,40,1,1,1,1,2
-0.077357,51.523705,2,2,7,17,3,6,30,4,1,1,1,3
0.081939,51.590051,1,1,6,13,3,6,30,1,1,2,1,1
-5.061183,50.250337,1,1,3,4,3,6,60,6,2,2,2,1
-3.614694,50.601703,1,3,7,12,3,3,70,1,1,1,2,1
-3.615867,50.598809,1,2,6,12,6,3,70,1,5,2,2,3
-3.583775,50.619396,2,3,6,15,3,6,50,1,2,2,2,3
-3.612198,50.603087,2,2,6,15,3,3,30,1,1,1,2,3
-3.597341,50.606709,1,1,5,14,6,6,30,1,1,1,2,3
-3.553577,50.6082,1,1,7,6,3,3,70,6,2,2,2,2
-3.603339,50.600241,2,1,2,7,6,6,30,1,1,1,2,3
-3.583634,50.619397,3,2,5,16,3,7,60,6,2,2,2,3
-3.615597,50.599172,3,3,1,12,3,3,70,1,8,4,2,3
-3.674892,50.593658,2,1,7,15,6,6,30,1,1,1,2,3
-3.658075,50.597586,2,1,4,17,6,6,60,1,1,2,2,3
-3.655841,50.570187,2,1,5,7,6,6,30,1,1,1,2,3
-3.643971,50.586184,2,1,6,16,4,6,60,1,1,1,2,2
-3.644256,50.58627,2,2,1,15,6,6,30,1,1,1,2,3
-3.654047,50.571381,2,2,5,8,6,6,30,1,1,1,2,2
-3.64342,50.57441,2,1,6,14,6,3,70,1,1,1,2,3
-3.652182,50.58265,2,1,3,19,6,6,30,1,1,1,2,2
-3.692126,50.609328,2,1,5,12,3,6,60,1,2,2,2,3
-3.671034,50.580492,3,2,3,14,3,6,30,1,1,1,2,3
-3.671612,50.580844,2,1,3,7,3,6,30,1,2,2,2,3
-3.655345,50.564078,2,4,7,11,3,6,60,1,1,1,2,3
-3.680539,50.577658,1,1,2,13,6,6,30,1,1,1,2,2
-3.643971,50.586184,1,1,4,22,4,6,60,6,1,1,2,3
-3.655374,50.568934,1,1,3,15,6,6,30,1,1,2,2,3
-3.643971,50.586184,2,4,2,14,4,6,60,1,1,1,2,3
-3.681972,50.582224,2,1,5,8,6,6,30,1,8,4,2,3
-3.725334,50.632315,3,1,3,10,3,6,60,1,1,1,2,3
-3.743865,50.632488,2,1,3,18,6,6,60,1,2,2,2,3
-3.725829,50.614949,2,1,4,14,6,6,30,1,1,1,2,3
-3.720147,50.629693,2,2,7,12,3,6,60,1,1,2,2,3
-3.73469,50.64063,1,1,3,16,3,6,60,1,1,4,2,2
-3.744534,50.650556,2,1,7,12,3,6,60,1,1,1,2,3
-3.762937,50.658463,2,1,4,10,3,6,30,1,1,1,2,3
-3.755396,50.657318,2,1,7,23,3,6,50,6,1,1,2,3
-3.731606,50.637528,2,1,3,15,3,6,60,1,1,2,2,2
-3.798538,50.671859,2,1,1,12,3,6,60,1,1,1,2,2
-3.765429,50.660764,1,1,3,19,6,6,30,1,1,1,2,3
-3.675609,50.554165,3,2,5,20,3,3,70,1,1,1,2,3
-3.691076,50.556369,2,1,4,15,6,6,30,1,1,1,2,3
-3.660168,50.560682,6,2,6,8,6,3,30,1,2,3,2,3
-3.671968,50.53506,1,1,2,12,3,6,60,1,1,2,2,3
-3.627988,50.724731,2,1,4,19,6,6,60,6,1,1,2,3
-3.618513,50.733497,2,1,4,17,6,6,60,1,1,1,2,3
-3.610519,50.723535,1,2,1,5,3,3,70,1,1,1,2,2
-3.661654,50.731181,1,2,2,9,6,6,60,1,1,4,2,3
-3.715326,50.726357,2,6,1,12,3,3,50,1,1,1,2,3
-3.717598,50.726503,2,1,4,15,3,6,30,1,1,1,2,3
-3.661937,50.731177,2,1,7,9,6,6,60,1,1,1,2,2
-3.633092,50.737071,2,2,5,19,6,6,30,6,1,1,2,3
-3.566611,50.711182,1,2,7,12,6,6,40,1,1,2,2,3
-3.611156,50.709046,2,1,4,10,6,6,60,1,8,4,2,2
-3.577848,50.721014,2,1,4,8,6,6,60,1,1,1,2,3
-3.570397,50.714279,2,1,5,10,3,3,70,1,1,1,2,3
-3.630056,50.702668,2,1,6,11,4,6,60,1,1,1,2,1
-3.545011,50.700409,2,1,4,12,3,1,30,1,1,1,2,3
-3.56104,50.705501,2,3,1,18,6,3,60,1,1,1,2,3
-3.583831,50.671558,1,2,7,23,6,6,60,6,8,4,2,3
-3.580954,50.670158,2,1,5,14,6,6,60,1,1,2,2,3
-3.539381,50.658214,2,1,2,2,3,3,70,6,1,4,2,3
-3.539385,50.641036,1,1,7,19,3,3,70,6,1,1,2,3
-3.54152,50.654408,1,1,6,3,3,3,70,6,1,1,2,3
-3.535867,50.67193,1,1,5,3,3,7,60,6,1,1,2,3
